week	team1	team2	home	what row do we find team1 in team2	what is team 2 in the previous row	does team1 in first row = team2 in dup row?	row number
15	DET	CHI	TRUE	2	DET	TRUE	460
15	GB	CAR	FALSE	29	GB	TRUE	461
15	HOU	JAC	FALSE	16	HOU	TRUE	462
15	IND	DEN	TRUE	19	IND	TRUE	463
15	JAC	HOU	TRUE	14	JAC	TRUE	464
15	KC	LAC	TRUE	22	KC	TRUE	465
15	LAC	KC	FALSE	11	LAC	TRUE	466
15	LAR	SEA	FALSE	15	LAR	TRUE	467
15	MIA	BUF	FALSE	31	MIA	TRUE	468
15	MIN	CIN	TRUE	23	MIN	TRUE	469
15	NE	PIT	FALSE	17	NE	TRUE	470
15	NO	NYJ	TRUE	21	NO	TRUE	471
15	NYG	PHI	TRUE	10	NYG	TRUE	472
15	NYJ	NO	FALSE	5	NYJ	TRUE	473
15	OAK	DAL	TRUE	32	OAK	TRUE	474
15	PHI	NYG	FALSE	33	PHI	TRUE	475
15	PIT	NE	TRUE	9	PIT	TRUE	476
15	SEA	LAR	TRUE	13	SEA	TRUE	477
15	SF	TEN	TRUE	6	SF	TRUE	478
15	TB	ATL	TRUE	20	TB	TRUE	479
15	TEN	SF	FALSE	26	TEN	TRUE	480
15	WAS	ARI	TRUE	27	WAS	TRUE	481
16	ARI	NYG	TRUE	12	ARI	TRUE	482
16	ATL	NO	FALSE	7	ATL	TRUE	483
16	BAL	IND	TRUE	8	BAL	TRUE	484
16	BUF	NE	FALSE	25	BUF	TRUE	485
16	CAR	TB	TRUE	30	CAR	TRUE	486
16	CHI	CLE	TRUE	3	CHI	TRUE	487
16	CIN	DET	TRUE	4	CIN	TRUE	488
16	CLE	CHI	FALSE	28	CLE	TRUE	489
16	DAL	SEA	TRUE	24	DAL	TRUE	490
16	DEN	WAS	FALSE	18	DEN	TRUE	491
16	DET	CIN	FALSE	2	DET	TRUE	492
16	GB	MIN	TRUE	29	GB	TRUE	493
16	HOU	PIT	TRUE	16	HOU	TRUE	494
16	IND	BAL	FALSE	19	IND	TRUE	495
16	JAC	SF	FALSE	14	JAC	TRUE	496
16	KC	MIA	TRUE	22	KC	TRUE	497
16	LAC	NYJ	FALSE	11	LAC	TRUE	498
16	LAR	TEN	FALSE	15	LAR	TRUE	499
16	MIA	KC	FALSE	31	MIA	TRUE	500
